person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,debt_to_income,income_to_loan_ratio,credit_history_years_per_age,employment_length_to_age_ratio,loan_to_income_percent
23.0,48000,3,3.0,3,0,4800,5.42,0,0.1,0,3,0.1,10.0,0.13043478260869565,0.13043478260869565,10.0
25.0,40800,0,4.0,2,0,8000,5.79,0,0.2,0,2,0.19607843137254902,5.1,0.08,0.16,19.607843137254903
22.0,48000,3,0.0,0,2,4800,12.98,0,0.1,1,2,0.1,10.0,0.09090909090909091,0.0,10.0
24.0,40800,2,0.0,5,2,14400,14.35,0,0.35,0,2,0.35294117647058826,2.8333333333333335,0.08333333333333333,0.0,35.294117647058826
25.0,48000,3,9.0,3,1,4800,10.99,0,0.1,0,3,0.1,10.0,0.12,0.36,10.0
26.0,40800,0,3.0,4,0,7500,7.88,0,0.18,0,2,0.18382352941176472,5.44,0.07692307692307693,0.11538461538461539,18.38235294117647
24.0,48000,3,0.0,4,1,4800,9.88,0,0.1,0,3,0.1,10.0,0.125,0.0,10.0
23.0,48600,3,2.0,0,1,4800,10.36,0,0.1,0,3,0.09876543209876543,10.125,0.13043478260869565,0.08695652173913043,9.876543209876543
23.0,48756,3,5.0,3,1,4800,11.36,0,0.1,0,4,0.09844942160964805,10.1575,0.17391304347826086,0.21739130434782608,9.844942160964806
23.0,40800,0,3.0,3,0,10000,7.14,0,0.25,0,2,0.24509803921568626,4.08,0.08695652173913043,0.13043478260869565,24.509803921568626
23.0,40800,0,1.0,1,1,16000,10.99,0,0.39,0,4,0.39215686274509803,2.55,0.17391304347826086,0.043478260869565216,39.21568627450981
25.0,50000,3,8.0,1,2,4800,15.96,0,0.1,0,2,0.096,10.416666666666666,0.08,0.32,9.6
24.0,40800,0,1.0,1,3,6000,12.92,0,0.15,0,3,0.14705882352941177,6.8,0.125,0.041666666666666664,14.705882352941178
25.0,50000,3,5.0,5,1,4800,10.99,0,0.1,0,4,0.096,10.416666666666666,0.16,0.2,9.6
22.0,40872,0,6.0,1,1,13750,10.83,0,0.34,0,4,0.3364161284008612,2.972509090909091,0.18181818181818182,0.2727272727272727,33.64161284008612
23.0,40900,2,5.0,3,1,12200,11.36,0,0.3,0,4,0.2982885085574572,3.3524590163934427,0.17391304347826086,0.21739130434782608,29.82885085574572
22.0,34900,0,4.0,0,3,3600,15.7,1,0.1,0,4,0.10315186246418338,9.694444444444445,0.18181818181818182,0.18181818181818182,10.315186246418339
23.0,34900,0,2.0,3,5,4000,10.99,1,0.11,1,4,0.11461318051575932,8.725,0.17391304347826086,0.08695652173913043,11.461318051575931
23.0,50000,3,7.0,1,1,4800,10.37,0,0.1,0,3,0.096,10.416666666666666,0.13043478260869565,0.30434782608695654,9.6
22.0,50000,3,7.0,3,2,4800,12.68,0,0.1,0,3,0.096,10.416666666666666,0.13636363636363635,0.3181818181818182,9.6
26.0,50000,3,0.0,5,1,4800,10.99,0,0.1,0,3,0.096,10.416666666666666,0.11538461538461539,0.0,9.6
24.0,50000,3,2.0,5,2,4800,13.22,0,0.1,0,4,0.096,10.416666666666666,0.16666666666666666,0.08333333333333333,9.6
26.0,52000,3,2.0,1,1,4800,9.99,0,0.09,0,2,0.09230769230769231,10.833333333333334,0.07692307692307693,0.07692307692307693,9.230769230769232
23.0,52000,3,3.0,1,1,4800,9.88,0,0.09,0,2,0.09230769230769231,10.833333333333334,0.08695652173913043,0.13043478260869565,9.230769230769232
24.0,55000,3,8.0,4,0,4800,6.92,0,0.09,0,3,0.08727272727272728,11.458333333333334,0.125,0.3333333333333333,8.727272727272728
21.0,55000,3,3.0,1,1,4800,11.12,0,0.09,0,4,0.08727272727272728,11.458333333333334,0.19047619047619047,0.14285714285714285,8.727272727272728
25.0,49000,3,3.0,3,3,4800,14.96,1,0.1,1,2,0.09795918367346938,10.208333333333334,0.08,0.12,9.795918367346939
23.0,41000,0,7.0,1,0,6000,6.03,0,0.15,0,4,0.14634146341463414,6.833333333333333,0.17391304347826086,0.30434782608695654,14.634146341463413
25.0,55200,3,2.0,3,0,4800,7.9,0,0.09,0,3,0.08695652173913043,11.5,0.12,0.08,8.695652173913043
22.0,41000,0,6.0,1,0,12000,6.03,0,0.29,0,2,0.2926829268292683,3.4166666666666665,0.09090909090909091,0.2727272727272727,29.268292682926827
23.0,56928,3,3.0,4,1,4800,10.38,0,0.08,0,3,0.08431703204047218,11.86,0.13043478260869565,0.13043478260869565,8.431703204047219
21.0,41000,0,4.0,0,0,7000,6.03,0,0.17,0,3,0.17073170731707318,5.857142857142857,0.14285714285714285,0.19047619047619047,17.073170731707318
26.0,52000,3,6.0,3,4,4800,17.99,1,0.09,0,4,0.09230769230769231,10.833333333333334,0.15384615384615385,0.23076923076923078,9.230769230769232
26.0,41000,0,5.0,4,0,8000,6.03,0,0.2,0,3,0.1951219512195122,5.125,0.11538461538461539,0.19230769230769232,19.51219512195122
26.0,53000,3,2.0,4,3,4800,15.62,1,0.09,1,3,0.09056603773584905,11.041666666666666,0.11538461538461539,0.07692307692307693,9.056603773584905
26.0,60000,3,1.0,2,0,4800,7.9,0,0.08,0,3,0.08,12.5,0.11538461538461539,0.038461538461538464,8.0
24.0,60000,3,4.0,2,0,4800,6.54,0,0.08,0,4,0.08,12.5,0.16666666666666666,0.16666666666666666,8.0
22.0,41000,0,0.0,5,1,6400,9.99,0,0.16,0,4,0.15609756097560976,6.40625,0.18181818181818182,0.0,15.609756097560975
24.0,62000,3,4.0,4,0,4800,7.14,0,0.08,0,3,0.07741935483870968,12.916666666666666,0.125,0.16666666666666666,7.741935483870968
26.0,41000,2,7.0,2,3,9000,10.99,0,0.22,0,4,0.21951219512195122,4.555555555555555,0.15384615384615385,0.2692307692307692,21.951219512195124
22.0,41000,2,0.0,4,0,1000,6.99,0,0.02,0,2,0.024390243902439025,41.0,0.09090909090909091,0.0,2.4390243902439024
26.0,65000,3,0.0,2,2,4800,13.72,0,0.07,0,2,0.07384615384615385,13.541666666666666,0.07692307692307693,0.0,7.384615384615385
24.0,65000,3,0.0,4,0,4800,7.88,0,0.07,0,4,0.07384615384615385,13.541666666666666,0.16666666666666666,0.0,7.384615384615385
24.0,41000,0,3.0,5,0,2500,7.29,0,0.06,0,2,0.06097560975609756,16.4,0.08333333333333333,0.125,6.097560975609756
25.0,65004,3,1.0,2,2,4800,13.49,0,0.07,0,3,0.07384160974709249,13.5425,0.12,0.04,7.384160974709249
21.0,41000,0,4.0,4,0,3000,5.79,0,0.07,0,4,0.07317073170731707,13.666666666666666,0.19047619047619047,0.19047619047619047,7.317073170731707
21.0,41000,0,2.0,4,0,8200,6.91,0,0.2,0,3,0.2,5.0,0.14285714285714285,0.09523809523809523,20.0
23.0,35000,0,7.0,1,2,5000,12.98,1,0.14,1,3,0.14285714285714285,7.0,0.13043478260869565,0.30434782608695654,14.285714285714285
22.0,41000,0,0.0,1,1,6000,11.86,0,0.15,0,2,0.14634146341463414,6.833333333333333,0.09090909090909091,0.0,14.634146341463413
23.0,69000,3,7.0,3,1,4800,10.75,0,0.07,0,2,0.06956521739130435,14.375,0.08695652173913043,0.30434782608695654,6.956521739130435
23.0,70000,3,2.0,4,2,4800,10.99,0,0.07,0,2,0.06857142857142857,14.583333333333334,0.08695652173913043,0.08695652173913043,6.857142857142858
26.0,72000,3,4.0,2,1,4800,11.86,0,0.07,0,3,0.06666666666666667,15.0,0.11538461538461539,0.15384615384615385,6.666666666666667
24.0,72096,3,2.0,2,0,4800,7.14,0,0.07,0,2,0.06657789613848203,15.02,0.08333333333333333,0.08333333333333333,6.657789613848203
22.0,67200,3,6.0,0,4,4800,16.7,1,0.07,1,2,0.07142857142857142,14.0,0.09090909090909091,0.2727272727272727,7.142857142857142
24.0,69000,3,2.0,0,3,4800,15.21,1,0.07,0,4,0.06956521739130435,14.375,0.16666666666666666,0.08333333333333333,6.956521739130435
22.0,75000,3,0.0,0,1,4800,12.21,0,0.06,0,2,0.064,15.625,0.09090909090909091,0.0,6.4
24.0,41000,2,9.0,2,3,10000,15.33,0,0.24,0,4,0.24390243902439024,4.1,0.16666666666666666,0.375,24.390243902439025
24.0,41000,0,3.0,0,1,9000,9.88,0,0.22,0,2,0.21951219512195122,4.555555555555555,0.08333333333333333,0.125,21.951219512195124
23.0,41000,0,7.0,5,3,10000,14.96,0,0.24,1,2,0.24390243902439024,4.1,0.08695652173913043,0.30434782608695654,24.390243902439025
22.0,41000,0,0.0,0,1,7750,9.88,0,0.19,0,3,0.18902439024390244,5.290322580645161,0.13636363636363635,0.0,18.902439024390244
23.0,86000,3,0.0,5,1,4800,9.62,0,0.06,0,3,0.05581395348837209,17.916666666666668,0.13043478260869565,0.0,5.5813953488372094
26.0,89000,3,4.0,1,0,4800,5.99,0,0.05,0,2,0.05393258426966292,18.541666666666668,0.07692307692307693,0.15384615384615385,5.393258426966292
21.0,90000,3,3.0,1,1,4800,9.62,0,0.05,0,3,0.05333333333333334,18.75,0.14285714285714285,0.14285714285714285,5.333333333333334
23.0,92000,3,5.0,3,1,4800,10.0,0,0.05,0,3,0.05217391304347826,19.166666666666668,0.13043478260869565,0.21739130434782608,5.217391304347826
22.0,41000,2,6.0,3,3,2500,14.96,0,0.06,1,4,0.06097560975609756,16.4,0.18181818181818182,0.2727272727272727,6.097560975609756
26.0,95000,3,4.0,0,0,4800,10.99,0,0.05,0,4,0.05052631578947368,19.791666666666668,0.15384615384615385,0.15384615384615385,5.052631578947368
22.0,41000,0,4.0,5,0,6000,8.59,0,0.15,0,4,0.14634146341463414,6.833333333333333,0.18181818181818182,0.18181818181818182,14.634146341463413
24.0,103641,3,8.0,5,1,4800,10.74,0,0.05,0,2,0.04631371754421513,21.591875,0.08333333333333333,0.3333333333333333,4.6313717544215125
24.0,105000,3,5.0,2,2,4800,10.99,0,0.05,1,2,0.045714285714285714,21.875,0.08333333333333333,0.20833333333333334,4.571428571428571
22.0,41000,0,2.0,1,1,3000,12.18,0,0.07,0,4,0.07317073170731707,13.666666666666666,0.18181818181818182,0.09090909090909091,7.317073170731707
21.0,41000,2,5.0,4,0,5000,7.74,0,0.12,0,3,0.12195121951219512,8.2,0.14285714285714285,0.23809523809523808,12.195121951219512
22.0,115000,3,4.0,3,0,4800,7.88,0,0.04,0,2,0.04173913043478261,23.958333333333332,0.09090909090909091,0.18181818181818182,4.173913043478262
25.0,120000,3,9.0,4,2,4800,14.22,0,0.04,0,3,0.04,25.0,0.12,0.36,4.0
23.0,41000,0,5.0,0,0,6000,9.32,0,0.15,0,3,0.14634146341463414,6.833333333333333,0.13043478260869565,0.21739130434782608,14.634146341463413
24.0,125000,3,6.0,4,0,4800,6.76,0,0.04,0,3,0.0384,26.041666666666668,0.125,0.25,3.84
23.0,41000,0,0.0,5,1,4500,10.95,0,0.11,0,4,0.10975609756097561,9.11111111111111,0.17391304347826086,0.0,10.975609756097562
22.0,23000,3,6.0,5,2,4850,14.27,0,0.21,1,4,0.2108695652173913,4.742268041237113,0.18181818181818182,0.2727272727272727,21.086956521739133
24.0,40000,3,0.0,1,0,4850,6.62,0,0.12,0,2,0.12125,8.24742268041237,0.08333333333333333,0.0,12.125
24.0,54000,3,0.0,2,0,4850,8.49,0,0.09,0,2,0.08981481481481482,11.1340206185567,0.08333333333333333,0.0,8.981481481481483
23.0,41000,0,4.0,3,1,7500,10.71,0,0.18,0,2,0.18292682926829268,5.466666666666667,0.08695652173913043,0.17391304347826086,18.29268292682927
23.0,41000,0,7.0,0,1,5500,10.71,0,0.13,0,4,0.13414634146341464,7.454545454545454,0.17391304347826086,0.30434782608695654,13.414634146341465
25.0,21600,3,0.0,1,2,4900,13.72,0,0.23,1,2,0.22685185185185186,4.408163265306122,0.08,0.0,22.685185185185187
21.0,41004,0,5.0,5,1,23000,10.75,0,0.44000000000000006,0,2,0.5914057165154619,1.6908865979381442,0.09523809523809523,0.23809523809523808,59.14057165154619
25.0,41004,2,9.0,5,0,4000,6.76,0,0.1,0,3,0.097551458394303,10.251,0.12,0.36,9.7551458394303
25.0,41004,2,1.0,4,1,12000,10.99,0,0.29,0,2,0.292654375182909,3.417,0.08,0.04,29.2654375182909
23.0,95000,3,4.0,4,1,10000,10.99,0,0.11,0,4,0.10526315789473684,9.5,0.17391304347826086,0.17391304347826086,10.526315789473683
26.0,41004,0,5.0,5,1,16000,10.95,0,0.39,0,3,0.390205833577212,2.56275,0.11538461538461539,0.19230769230769232,39.0205833577212
23.0,41004,0,8.0,5,0,10000,9.32,0,0.24,0,4,0.24387864598575748,4.1004,0.17391304347826086,0.34782608695652173,24.38786459857575
25.0,83000,3,0.0,1,2,10000,13.22,1,0.12,0,3,0.12048192771084337,8.3,0.12,0.0,12.048192771084338
23.0,96000,3,7.0,4,1,10000,10.65,0,0.1,0,3,0.10416666666666667,9.6,0.13043478260869565,0.30434782608695654,10.416666666666668
26.0,96000,3,11.0,2,4,10000,19.69,0,0.1,1,3,0.10416666666666667,9.6,0.11538461538461539,0.4230769230769231,10.416666666666668
21.0,41033,0,2.0,0,2,5700,12.99,0,0.14,0,4,0.1389125825555041,7.198771929824561,0.19047619047619047,0.09523809523809523,13.89125825555041
24.0,41100,2,4.0,4,0,5600,6.03,0,0.14,0,3,0.1362530413625304,7.339285714285714,0.125,0.16666666666666666,13.62530413625304
24.0,41100,2,2.0,5,1,9200,12.42,0,0.22,0,2,0.22384428223844283,4.467391304347826,0.08333333333333333,0.08333333333333333,22.38442822384428
23.0,97000,3,7.0,1,2,10000,13.99,0,0.1,0,3,0.10309278350515463,9.7,0.13043478260869565,0.30434782608695654,10.309278350515463
24.0,97850,3,5.0,2,0,10000,7.51,0,0.1,0,4,0.10219724067450178,9.785,0.16666666666666666,0.20833333333333334,10.219724067450178
25.0,98000,3,9.0,0,1,10000,12.69,0,0.1,0,4,0.10204081632653061,9.8,0.16,0.36,10.204081632653061
23.0,41196,0,7.0,1,1,16000,11.83,0,0.39,0,2,0.3883872220603942,2.57475,0.08695652173913043,0.30434782608695654,38.83872220603942
26.0,99000,3,5.0,4,0,10000,7.29,0,0.1,0,2,0.10101010101010101,9.9,0.07692307692307693,0.19230769230769232,10.1010101010101
25.0,99275,3,1.0,4,2,10000,14.65,0,0.1,1,3,0.10073029463611181,9.9275,0.12,0.04,10.073029463611181
21.0,41200,2,3.0,4,1,8000,11.48,0,0.19,0,3,0.1941747572815534,5.15,0.14285714285714285,0.14285714285714285,19.41747572815534
24.0,87996,3,8.0,0,3,10000,14.84,1,0.11,1,2,0.11364152916041638,8.7996,0.08333333333333333,0.3333333333333333,11.364152916041638
22.0,99996,3,1.0,1,0,10000,9.32,0,0.1,0,4,0.1000040001600064,9.9996,0.18181818181818182,0.045454545454545456,10.00040001600064
22.0,100000,3,3.0,1,1,10000,10.65,0,0.1,0,3,0.1,10.0,0.13636363636363635,0.13636363636363635,10.0
24.0,100000,3,5.0,4,0,10000,7.51,0,0.1,0,3,0.1,10.0,0.125,0.20833333333333334,10.0
25.0,100000,3,3.0,5,0,10000,6.62,0,0.1,0,4,0.1,10.0,0.16,0.12,10.0
25.0,88000,3,9.0,1,4,10000,17.88,1,0.11,1,4,0.11363636363636363,8.8,0.16,0.36,11.363636363636363
24.0,100000,3,4.0,2,4,10000,16.4,0,0.1,1,2,0.1,10.0,0.08333333333333333,0.16666666666666666,10.0
21.0,88000,3,4.0,5,4,10000,17.93,1,0.11,1,3,0.11363636363636363,8.8,0.14285714285714285,0.19047619047619047,11.363636363636363
23.0,100000,3,0.0,4,1,10000,11.46,0,0.1,0,2,0.1,10.0,0.08695652173913043,0.0,10.0
21.0,102000,3,5.0,1,3,10000,10.99,0,0.1,1,3,0.09803921568627451,10.2,0.14285714285714285,0.23809523809523808,9.803921568627452
23.0,41496,2,4.0,5,4,7200,10.99,0,0.17,0,2,0.1735106998264893,5.763333333333334,0.08695652173913043,0.17391304347826086,17.35106998264893
26.0,102000,3,5.0,3,0,10000,8.59,0,0.1,0,2,0.09803921568627451,10.2,0.07692307692307693,0.19230769230769232,9.803921568627452
25.0,107000,3,0.0,5,0,10000,8.38,0,0.09,0,3,0.09345794392523364,10.7,0.12,0.0,9.345794392523365
24.0,41500,0,8.0,1,0,8500,7.14,0,0.2,0,4,0.20481927710843373,4.882352941176471,0.16666666666666666,0.3333333333333333,20.481927710843372
23.0,107500,3,7.0,3,0,10000,7.66,0,0.09,0,2,0.09302325581395349,10.75,0.08695652173913043,0.30434782608695654,9.30232558139535
26.0,96000,3,2.0,1,3,10000,15.28,1,0.1,1,2,0.10416666666666667,9.6,0.07692307692307693,0.07692307692307693,10.416666666666668
25.0,41508,0,9.0,1,2,1600,13.11,0,0.04,1,3,0.03854678616170377,25.9425,0.12,0.36,3.8546786161703768
23.0,98000,3,0.0,1,4,10000,16.4,1,0.1,0,2,0.10204081632653061,9.8,0.08695652173913043,0.0,10.204081632653061
25.0,41520,2,9.0,3,0,4400,7.29,0,0.11,0,2,0.10597302504816955,9.436363636363636,0.08,0.36,10.597302504816955
23.0,110000,3,5.0,0,0,10000,7.88,0,0.09,0,2,0.09090909090909091,11.0,0.08695652173913043,0.21739130434782608,9.090909090909092
22.0,41600,2,4.0,1,1,12000,12.42,0,0.29,0,2,0.28846153846153844,3.466666666666667,0.09090909090909091,0.18181818181818182,28.846153846153843
22.0,41600,0,0.0,0,1,6800,10.59,0,0.16,0,3,0.16346153846153846,6.117647058823529,0.13636363636363635,0.0,16.346153846153847
23.0,41600,0,7.0,1,2,7000,13.43,0,0.17,0,3,0.16826923076923078,5.942857142857143,0.13043478260869565,0.30434782608695654,16.826923076923077
26.0,113000,3,3.0,2,2,10000,13.72,0,0.09,1,3,0.08849557522123894,11.3,0.11538461538461539,0.11538461538461539,8.849557522123893
24.0,41600,0,0.0,2,0,10000,8.94,0,0.24,0,2,0.2403846153846154,4.16,0.08333333333333333,0.0,24.03846153846154
22.0,41600,0,2.0,1,3,3000,15.05,0,0.07,0,3,0.07211538461538461,13.866666666666667,0.13636363636363635,0.09090909090909091,7.211538461538461
24.0,114800,3,6.0,4,0,10000,8.94,0,0.09,0,4,0.08710801393728224,11.48,0.16666666666666666,0.25,8.710801393728223
22.0,41604,2,1.0,4,1,14400,10.99,0,0.35,0,4,0.3461205653302567,2.8891666666666667,0.18181818181818182,0.045454545454545456,34.61205653302567
25.0,41664,0,6.0,2,0,4000,5.99,0,0.1,0,2,0.09600614439324116,10.416,0.08,0.24,9.600614439324117
25.0,115000,3,6.0,3,0,10000,7.29,0,0.09,0,4,0.08695652173913043,11.5,0.16,0.24,8.695652173913043
22.0,41717,2,5.0,5,1,20000,11.12,0,0.44000000000000006,0,4,0.47942085960160125,2.08585,0.18181818181818182,0.22727272727272727,47.94208596016013
25.0,41718,2,3.0,5,0,5000,7.51,0,0.12,0,2,0.11985234191476102,8.3436,0.08,0.12,11.985234191476103
25.0,115000,3,3.0,3,1,10000,10.37,0,0.09,0,2,0.08695652173913043,11.5,0.08,0.12,8.695652173913043
21.0,35760,0,5.0,2,4,2400,10.99,1,0.07,0,3,0.06711409395973154,14.9,0.14285714285714285,0.23809523809523808,6.7114093959731544
25.0,116000,3,5.0,0,2,10000,14.26,0,0.09,1,4,0.08620689655172414,11.6,0.16,0.2,8.620689655172415
22.0,41784,0,6.0,0,0,5000,6.03,0,0.12,0,2,0.11966302891058779,8.3568,0.09090909090909091,0.2727272727272727,11.96630289105878
22.0,41800,0,3.0,5,0,3100,6.76,0,0.07,0,4,0.07416267942583732,13.483870967741936,0.18181818181818182,0.13636363636363635,7.4162679425837315
22.0,41820,0,4.0,4,0,2500,6.91,0,0.06,0,3,0.05978000956480153,16.728,0.13636363636363635,0.18181818181818182,5.978000956480153
21.0,120000,3,2.0,0,1,10000,11.71,0,0.08,0,3,0.08333333333333333,12.0,0.14285714285714285,0.09523809523809523,8.333333333333332
21.0,120000,3,4.0,0,1,10000,9.99,0,0.08,0,3,0.08333333333333333,12.0,0.14285714285714285,0.19047619047619047,8.333333333333332
26.0,120000,3,11.0,2,2,10000,12.68,0,0.08,0,2,0.08333333333333333,12.0,0.07692307692307693,0.4230769230769231,8.333333333333332
23.0,35941,0,7.0,2,2,3500,13.35,1,0.1,0,2,0.09738182020533652,10.268857142857144,0.08695652173913043,0.30434782608695654,9.738182020533651
24.0,120000,3,3.0,3,0,10000,7.88,0,0.08,0,2,0.08333333333333333,12.0,0.08333333333333333,0.125,8.333333333333332
24.0,120000,3,4.0,2,2,10000,13.61,0,0.08,1,4,0.08333333333333333,12.0,0.16666666666666666,0.16666666666666666,8.333333333333332
23.0,91800,3,7.0,3,1,10000,10.99,1,0.09,0,4,0.10893246187363835,9.18,0.17391304347826086,0.30434782608695654,10.893246187363834
25.0,120000,3,3.0,0,0,10000,9.32,0,0.08,0,2,0.08333333333333333,12.0,0.08,0.12,8.333333333333332
23.0,120000,3,0.0,0,2,10000,11.66,0,0.08,0,2,0.08333333333333333,12.0,0.08695652173913043,0.0,8.333333333333332
24.0,42000,0,5.0,0,0,19200,7.9,0,0.44000000000000006,0,2,0.45714285714285713,2.1875,0.08333333333333333,0.20833333333333334,45.714285714285715
26.0,122500,3,1.0,3,1,10000,10.65,0,0.08,0,3,0.08163265306122448,12.25,0.11538461538461539,0.038461538461538464,8.16326530612245
25.0,42000,0,4.0,0,1,3000,9.91,0,0.07,0,4,0.07142857142857142,14.0,0.16,0.16,7.142857142857142
23.0,124000,3,2.0,4,2,10000,14.27,0,0.08,0,3,0.08064516129032258,12.4,0.13043478260869565,0.08695652173913043,8.064516129032258
22.0,42000,0,1.0,4,2,10500,14.65,0,0.25,0,2,0.25,4.0,0.09090909090909091,0.045454545454545456,25.0
26.0,125000,3,6.0,5,0,10000,7.49,0,0.08,0,2,0.08,12.5,0.07692307692307693,0.23076923076923078,8.0
25.0,130000,3,7.0,2,0,10000,7.49,0,0.08,0,2,0.07692307692307693,13.0,0.08,0.28,7.6923076923076925
22.0,36000,0,6.0,0,1,4000,12.69,1,0.11,0,4,0.1111111111111111,9.0,0.18181818181818182,0.2727272727272727,11.11111111111111
21.0,36000,0,2.0,3,2,5000,14.27,1,0.14,1,2,0.1388888888888889,7.2,0.09523809523809523,0.09523809523809523,13.88888888888889
25.0,42000,0,9.0,2,1,12000,9.91,0,0.29,0,2,0.2857142857142857,3.5,0.08,0.36,28.57142857142857
23.0,42000,0,0.0,4,3,6000,16.77,0,0.14,0,3,0.14285714285714285,7.0,0.13043478260869565,0.0,14.285714285714285
25.0,42000,0,1.0,5,0,13975,8.9,0,0.33,0,4,0.3327380952380952,3.005366726296959,0.16,0.04,33.273809523809526
25.0,132000,3,4.0,2,2,10000,12.84,0,0.08,1,3,0.07575757575757576,13.2,0.12,0.16,7.575757575757576
22.0,42000,0,6.0,1,2,15000,13.49,0,0.36,1,4,0.35714285714285715,2.8,0.18181818181818182,0.2727272727272727,35.714285714285715
22.0,140000,3,0.0,1,1,10000,9.99,0,0.07,0,2,0.07142857142857142,14.0,0.09090909090909091,0.0,7.142857142857142
24.0,140000,3,0.0,2,1,10000,11.14,0,0.07,0,2,0.07142857142857142,14.0,0.08333333333333333,0.0,7.142857142857142
24.0,42000,0,5.0,1,0,4900,6.03,0,0.12,0,4,0.11666666666666667,8.571428571428571,0.16666666666666666,0.20833333333333334,11.666666666666666
24.0,42000,2,8.0,1,0,8000,6.62,0,0.19,0,4,0.19047619047619047,5.25,0.16666666666666666,0.3333333333333333,19.047619047619047
22.0,42000,0,5.0,5,0,5400,6.03,0,0.13,0,3,0.12857142857142856,7.777777777777778,0.13636363636363635,0.22727272727272727,12.857142857142856
22.0,42000,2,6.0,5,0,4800,10.99,0,0.11,0,3,0.11428571428571428,8.75,0.13636363636363635,0.2727272727272727,11.428571428571429
26.0,140250,3,1.0,2,1,10000,10.99,0,0.07,0,3,0.06896551724137931,14.5,0.11538461538461539,0.038461538461538464,6.896551724137931
22.0,42000,0,4.0,5,1,3500,9.91,0,0.08,0,2,0.08333333333333333,12.0,0.09090909090909091,0.18181818181818182,8.333333333333332
24.0,42000,0,3.0,1,0,8675,7.51,0,0.21,0,4,0.20654761904761904,4.8414985590778095,0.16666666666666666,0.125,20.654761904761905
23.0,140250,3,1.0,1,1,10000,12.69,0,0.06,0,2,0.06349206349206349,15.75,0.08695652173913043,0.043478260869565216,6.349206349206349
25.0,42000,2,6.0,1,0,18000,10.99,0,0.43,0,2,0.42857142857142855,2.3333333333333335,0.08,0.24,42.857142857142854
22.0,140250,3,0.0,5,0,10000,8.94,0,0.06,0,3,0.0625,16.0,0.13636363636363635,0.0,6.25
25.0,140250,3,9.0,0,3,10000,14.96,1,0.07,1,4,0.06535947712418301,15.3,0.16,0.36,6.535947712418301
24.0,140250,3,2.0,4,1,10000,9.2,0,0.06,0,3,0.06060606060606061,16.5,0.125,0.08333333333333333,6.0606060606060606
24.0,42000,0,6.0,3,0,3125,8.9,0,0.07,0,3,0.0744047619047619,13.44,0.125,0.25,7.440476190476191
25.0,140250,3,4.0,2,3,10000,15.05,0,0.06,1,4,0.05714285714285714,17.5,0.16,0.16,5.714285714285714
24.0,140250,3,2.0,5,3,10000,13.67,1,0.04,0,2,0.04201680672268908,23.8,0.08333333333333333,0.08333333333333333,4.201680672268908
22.0,42000,0,7.0,0,1,9350,12.69,0,0.22,0,2,0.2226190476190476,4.491978609625669,0.09090909090909091,0.3181818181818182,22.26190476190476
24.0,42000,0,4.0,5,0,8000,6.62,0,0.19,0,3,0.19047619047619047,5.25,0.125,0.16666666666666666,19.047619047619047
24.0,24148,3,1.0,1,1,9975,11.48,1,0.41,0,4,0.4130776875931754,2.4208521303258146,0.16666666666666666,0.041666666666666664,41.30776875931754
22.0,29004,3,4.0,1,1,9975,10.99,1,0.34,0,2,0.34391808026479104,2.907669172932331,0.09090909090909091,0.18181818181818182,34.391808026479104
24.0,46000,3,2.0,5,2,9975,13.11,0,0.22,1,3,0.21684782608695652,4.611528822055138,0.125,0.08333333333333333,21.684782608695652
22.0,60000,3,6.0,5,1,9975,11.48,0,0.17,0,4,0.16625,6.015037593984962,0.18181818181818182,0.2727272727272727,16.625
22.0,42000,0,6.0,3,0,3000,6.03,0,0.07,0,2,0.07142857142857142,14.0,0.09090909090909091,0.2727272727272727,7.142857142857142
23.0,65000,3,0.0,5,0,9975,7.51,0,0.15,0,2,0.15346153846153845,6.516290726817043,0.08695652173913043,0.0,15.346153846153845
23.0,42000,2,5.0,5,0,6500,6.03,0,0.15,0,2,0.15476190476190477,6.461538461538462,0.08695652173913043,0.21739130434782608,15.476190476190476
22.0,72000,3,0.0,5,1,9975,10.99,0,0.14,0,3,0.13854166666666667,7.2180451127819545,0.13636363636363635,0.0,13.854166666666668
22.0,42000,2,6.0,4,0,10000,6.03,0,0.24,0,2,0.23809523809523808,4.2,0.09090909090909091,0.2727272727272727,23.809523809523807
25.0,42000,0,9.0,1,0,9100,10.99,0,0.22,0,3,0.21666666666666667,4.615384615384615,0.12,0.36,21.666666666666668
22.0,83200,3,6.0,0,2,9975,10.99,0,0.12,0,3,0.11989182692307693,8.340852130325814,0.13636363636363635,0.2727272727272727,11.989182692307693
25.0,26880,3,1.0,5,2,4900,14.26,0,0.18,1,4,0.18229166666666666,5.485714285714286,0.16,0.04,18.229166666666664
21.0,42000,2,5.0,1,3,5000,17.49,0,0.12,0,2,0.11904761904761904,8.4,0.09523809523809523,0.23809523809523808,11.904761904761903
22.0,26400,3,6.0,1,1,9900,11.71,1,0.38,0,4,0.375,2.6666666666666665,0.18181818181818182,0.2727272727272727,37.5
22.0,30000,3,4.0,5,0,9875,7.29,1,0.33,0,3,0.32916666666666666,3.037974683544304,0.13636363636363635,0.18181818181818182,32.916666666666664
